-6.0,-91.0,0.0,0.7853982
-5.0,-90.0,0.0,0.7853982
-4.0,-89.0,0.0,0.7853982
-3.0,-88.0,0.0,0.7853982
-2.0,-87.0,0.0,0.7853982
-1.0,-86.0,0.0,0.7853982
0.0,-85.0,0.0,0.7853982
1.0,-84.0,0.0,0.7853982
2.0,-83.0,0.0,0.7853982
3.0,-82.0,0.0,0.7853982
4.0,-81.0,0.0,0.7853982
5.0,-80.0,0.0,0.7853982
6.0,-79.0,0.0,0.7853982
7.0,-78.0,0.0,0.7853982
8.0,-77.0,0.0,0.7853982
9.0,-76.0,0.0,0.7853982
10.0,-75.0,0.0,0.7853982
11.0,-74.0,0.0,0.7853982
12.0,-73.0,0.0,0.7853982
13.0,-72.0,0.0,0.7853982
14.0,-71.0,0.0,0.7853982
15.0,-70.0,0.0,0.7853982
16.0,-69.0,0.0,0.7853982
17.0,-68.0,0.0,0.7853982
18.0,-67.0,0.0,0.7853982
19.0,-66.0,0.0,0.7853982
20.0,-65.0,0.0,0.7853982
21.0,-64.0,0.0,0.7853982
22.0,-63.0,0.0,0.7853982
23.0,-62.0,0.0,0.7853982
24.0,-61.0,0.0,0.7853982
25.0,-60.0,0.0,0.7853982
26.0,-59.0,0.0,0.7853982
27.0,-58.0,0.0,0.7853982
28.0,-57.0,0.0,0.7853982
29.0,-56.0,0.0,0.7853982
30.0,-55.0,0.0,0.7853982
31.0,-54.0,0.0,0.7853982
32.0,-53.0,0.0,0.7853982
33.0,-52.0,0.0,0.7853982
34.0,-51.0,0.0,0.7853982
35.0,-50.0,0.0,0.7853982
36.0,-49.0,0.0,0.7853982
37.0,-48.0,0.0,0.7853982
38.0,-47.0,0.0,0.7853982
39.0,-46.0,0.0,0.7853982
40.0,-45.0,0.0,0.7853982
41.0,-44.0,0.0,0.7853982
42.0,-43.0,0.0,0.7853982
43.0,-42.0,0.0,0.7853982
44.0,-41.0,0.0,0.7853982
45.0,-40.0,0.0,0.7853982
46.0,-39.0,0.0,0.7853982
47.0,-38.0,0.0,0.7853982
48.0,-37.0,0.0,0.7853982
49.0,-36.0,0.0,0.7853982
50.0,-35.0,0.0,0.7853982
51.0,-34.0,0.0,0.7853982
52.0,-33.0,0.0,0.7853982
53.0,-32.0,0.0,0.7853982
54.0,-31.0,0.0,0.7853982
55.0,-30.0,0.0,0.7853982
56.0,-29.0,0.0,0.7853982
57.0,-28.0,0.0,0.7853982
58.0,-27.0,0.0,0.7853982
59.0,-26.0,0.0,0.7853982
60.0,-25.0,0.0,0.7853982
61.0,-24.0,0.0,0.7853982
62.0,-23.0,0.0,0.7853982
63.0,-22.0,0.0,0.7853982
64.0,-21.0,0.0,0.7853982
65.0,-20.0,0.0,0.7853982
66.0,-19.0,0.0,0.7853982
67.0,-18.0,0.0,0.7853982
68.0,-17.0,0.0,0.7853982
69.0,-16.0,0.0,0.7853982
70.0,-15.0,0.0,0.7853982
71.0,-14.0,0.0,0.7853982
72.0,-13.0,0.0,0.7853982
73.0,-12.0,0.0,0.7853982
74.0,-11.0,0.0,0.7853982
75.0,-10.0,0.0,0.7853982
76.0,-9.0,0.0,0.7853982
77.0,-8.0,0.0,0.7853982
78.0,-7.0,0.0,0.7853982
79.0,-6.0,0.0,0.7853982
80.0,-5.0,0.0,0.7853982
81.0,-4.0,0.0,0.7853982
82.0,-3.0,0.0,0.7853982
83.0,-2.0,0.0,0.7853982
84.0,-1.0,0.0,0.7853982
85.0,0.0,0.0,0.7853982
86.0,1.0,0.0,0.7853982
87.0,2.0,0.0,0.7853982
88.0,3.0,0.0,0.7853982
89.0,4.0,0.0,0.7853982
90.0,5.0,0.0,0.7853982
91.0,6.0,0.0,0.7853982
92.0,7.0,0.0,0.7853982
93.0,8.0,0.4074781395037831,-2.5023315
92.42641,7.573593,0.2679133979504092,0.8012637
93.75115,8.941055,0.016667855513030256,0.8329992
95.03184,10.34986,0.016666371823795913,0.86473197
96.26718,11.79859,0.016666232854987622,0.89646435
97.45594,13.285785,0.016666250255820372,0.92819685
98.59692,14.809947,0.016667159690155975,0.9599311
99.68896,16.369543,0.016667063814860213,0.99166507
100.730965,17.963003,0.016665742204322744,1.0233966
101.72189,19.58872,0.016668291848008124,1.055133
102.660736,21.24506,0.01666489958810598,1.0868628
103.54656,22.930355,0.016668223423109287,1.1185989
104.37846,24.642904,0.01666531544626814,1.1503297
105.15562,26.380987,0.01666601040760676,1.1820618
105.877235,28.142853,0.01666930897234287,1.2138001
106.54258,29.926725,0.016663936842139262,1.245528
107.151,31.73081,0.01666934338110542,1.2772664
107.701866,33.55329,0.016663894555577662,1.3089944
108.19464,35.392334,0.016667593952079385,1.3407295
108.628815,37.246082,0.01666733418082901,1.372464
109.00395,39.112675,0.016666176164483164,1.4041964
109.31968,40.99023,0.0166667938660191,1.4359299
109.575676,42.876858,0.01666726723407981,1.4676642
109.77168,44.770657,0.01666545997076256,1.4993953
109.90751,46.66972,0.016667776562768893,1.5311306
109.98301,48.57214,0.01666566767121668,1.5628619
109.998116,50.475994,0.016667811748193324,1.5945973
109.952805,52.37937,0.016665719179311533,1.6263288
109.84713,54.28035,0.016667609131272274,1.6580639
109.68119,56.17702,0.016665275355712453,1.6897945
109.45516,58.067474,0.016669404516766,1.721533
109.16926,59.9498,0.01666424000803914,1.7532616
108.823784,61.82211,0.016665797918292466,1.7849932
108.41908,63.682514,0.016668460440266028,1.8167298
107.95555,65.529144,0.01666686782921326,1.8484635
107.43366,67.36014,0.01666517535768143,1.880194
106.85395,69.173645,0.01666935218886153,1.9119322
106.21698,70.96785,0.01666360846321209,1.9436597
105.523415,72.740944,0.016667491848614796,1.9753945
104.77394,74.491135,0.016668381217432353,2.007131
103.96931,76.21667,0.016664174245738846,2.0388596
103.11034,77.91581,0.016669423884912913,2.0705981
102.19788,79.58683,0.0166640307927045,2.1023264
101.23288,81.228065,0.016668599826118798,2.1340632
100.21628,82.83786,0.016664158527469098,2.165792
99.149124,84.41459,0.016670300610750234,2.1975322
98.03247,85.95666,0.0166626561209758,2.2292576
96.86746,87.46253,0.016669870519157973,2.260997
95.65526,88.93067,0.01666609959631987,2.2927291
94.39708,90.35962,0.016665077442640067,2.3244593
93.0942,91.74793,0.016667638182802893,2.3561945
91.74793,93.0942,0.016667638182802893,2.3879297
90.35962,94.39708,0.016665077442640067,2.4196599
88.93067,95.65526,0.01666613414669623,2.4513922
87.46253,96.86746,0.016669835968771387,2.4831314
85.95666,98.03247,0.0166626561209758,2.5148568
84.41459,99.149124,0.016670300610750234,2.546597
82.83786,100.21628,0.016664158527469098,2.5783257
81.228065,101.23288,0.016668634376306436,2.6100626
79.58683,102.19788,0.016664065343161245,2.6417909
77.91581,103.11034,0.016669423884912913,2.6735294
76.21667,103.96931,0.016664174245738846,2.705258
74.491135,104.77394,0.0166684157678114,2.7369945
72.740944,105.523415,0.016667491848614796,2.7687292
70.96785,106.21698,0.01666360846321209,2.8004568
69.173645,106.85395,0.01666935218886153,2.832195
67.36014,107.43366,0.01666519263286064,2.8639255
65.529144,107.95555,0.01666686782921326,2.8956592
63.682514,108.41908,0.016668443165137627,2.9273958
61.82211,108.823784,0.016665797918292466,2.9591274
59.9498,109.16926,0.01666424000803914,2.990856
58.067474,109.45516,0.01666939587919151,3.0225945
56.17702,109.68119,0.016665275355712453,3.054325
54.28035,109.84713,0.016667609131272274,3.08606
52.37937,109.952805,0.016665721338706932,3.1177917
50.475994,109.998116,0.016667811748193324,-3.1336582
48.57214,109.98301,0.01666566767121668,-3.1019268
46.66972,109.90751,0.016667776562768893,-3.0701916
44.770657,109.77168,0.01666545997076256,-3.0384605
42.876858,109.575676,0.01666726723407981,-3.0067263
40.99023,109.31968,0.01666680250357907,-2.9749928
39.112675,109.00395,0.016666176164483164,-2.9432604
37.246082,108.628815,0.01666733418082901,-2.9115257
35.392334,108.19464,0.016667611227204955,-2.8797908
33.55329,107.701866,0.01666391183070062,-2.8480628
31.73081,107.151,0.01666934338110542,-2.8163242
29.926725,106.54258,0.016663902291805675,-2.7845964
28.142853,105.877235,0.01666930897234287,-2.7528582
26.380987,105.15562,0.01666601040760676,-2.721126
24.642904,104.37846,0.01666531544626814,-2.6893954
22.930355,103.54656,0.016668223423109287,-2.657659
21.24506,102.660736,0.016664865037853693,-2.6259294
19.58872,101.72189,0.01666832639834516,-2.594193
17.963003,100.730965,0.016665742204322744,-2.5624614
16.369543,99.68896,0.016667063814860213,-2.5307274
14.809947,98.59692,0.016667159690155975,-2.4989932
13.285785,97.45594,0.016666250255820372,-2.4672608
11.79859,96.26718,0.01666619830469313,-2.4355283
10.34986,95.03184,0.016666371823795913,-2.4037957
8.941055,93.75115,0.016667855513030256,-2.37206
7.573593,92.42641,0.0002101294825420831,-2.356927
-93.0,-8.0,1.0427317921919776e-05,0.7853982
-92.0,-7.0,0.0,0.7853982
-91.0,-6.0,0.0,0.7853982
